title,author,googlebooks_id1,googlebooks_id2,googlebooks_id3,googlebooks_id4,googlebooks_id5
Chasm City,Alastair Reynolds,V7Zm53vvof4C
"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",Martin Sixsmith,dm0spCa-sKEC
Let's Pretend This Never Happened,Jim Benton,ThFfLwmzdVcC,98naLAAACAAJ,uitS66d-xj4C
"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",Liz Murray,k4lh4Nm0esMC
Treachery in Death,J.D. Robb,U9pqIBynG2IC
Under the Wide and Starry Sky,Nancy Horan,5PmODQAAQBAJ
Blood Rites,Quinn Loftis,jOaVDwAAQBAJ
The Adventures of Augie March,Saul Bellow,cThZAAAAYAAJ,WVJyDwAAQBAJ,kkbPU-nN_ycC,ZyOKDQAAQBAJ,YswfAQAAIAAJ
Carter Reed,Tijan,K4O4ywEACAAJ,bc7aywEACAAJ
Man and Boy,Tony Parsons,OUzesV-H498C,02gjp2oJhEUC,S_R0za4b0cEC,PkiNBwAAQBAJ,18BzAwAAQBAJ
The Memoirs of Cleopatra,Margaret George,aMDoC0qKRwcC,eZw3vAEACAAJ,8L9jdgC98ooC,x0ssvVKl56MC,VjZiDAAAQBAJ
The Jefferson Key,Steve Berry,n8hgi7KBkpcC,04qL40o2NHQC,zXh-N2xV9pAC,OV6WBgAAQBAJ,DPVMBAAAQBAJ
All My Puny Sorrows,Miriam Toews,Zy_lBQAAQBAJ
Bittersweet,Miranda Beverly-Whittemore,7GiKDQAAQBAJ,0C3CjgEACAAJ
In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,IxOBm322_lIC,PxurPwAACAAJ,LK42wAEACAAJ,XHCMvgAACAAJ,3uzswom5tysC
The Keep,F. Paul Wilson,nBQ4DwAAQBAJ,okSaIQ7GnSsC,3tE-b5VysMIC,1KOg1eg0DHUC,lsewDwAAQBAJ
Middle School: The Worst Years of My Life,James Patterson,GTGvjwEACAAJ,73DqsEuZfhwC,7FNUPBTEu5sC,PN-HngEACAAJ,eaeGCgAAQBAJ
Dawn,Octavia E. Butler,f39gNO_ZqOQC,ECA0AgAAQBAJ
"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",David A. Vise,zyTCAlFPjgYC,An_dDQAAQBAJ,mMHuAAAAMAAJ
Every Man Dies Alone,Hans Fallada,yDqYDwAAQBAJ
Rebel of the Sands,Alwyn Hamilton,Am09CwAAQBAJ,yEGmDQAAQBAJ
Forever Peace,Joe Haldeman,FZZbzonnbacC,SUFOBQAAQBAJ,H2NaDwAAQBAJ,GBtfDwAAQBAJ,0RS4DAAAQBAJ
Betrayal in Death,J.D. Robb,QWpUPgAACAAJ
Man and His Symbols,C.G. Jung,DkGwngEACAAJ,_SrfBQAAQBAJ,F2XfBQAAQBAJ
Pillar of Light,Gerald N. Lund,Wu-FUJgo3jQC,QpA_uQAACAAJ
The Cloud Searchers,Kazu Kibuishi,8lkqDwAAQBAJ,QTQDAQAAQBAJ,MPwYrgEACAAJ,0JETyAEACAAJ,YcaKwwEACAAJ
Lily and the Octopus,Steven  Rowley,jPFEDAAAQBAJ,VoYgtwEACAAJ,xbpHDQAAQBAJ
In the Lake of the Woods,Tim O'Brien,sEQmQYilkpEC,w9froAEACAAJ,n7hLTGrxEIsC,pSv6mdXq_RkC
Tempt Me at Twilight,Lisa Kleypas,I2FWMQAACAAJ
Tiger's Destiny,Colleen Houck,h17xoAEACAAJ,X9l-tAEACAAJ,0u9cewAACAAJ,r_VdAgAAQBAJ,ub3toAEACAAJ
Back Spin,Harlan Coben,uii9pqPSEW4C,LTTHAQAACAAJ
This Heart of Mine,Susan Elizabeth Phillips,tTDm2iTx4_8C,IrIUGwAACAAJ,o4JlfLXjsoUC
Elixir,Jennifer L. Armentrout,IQXyTcHLWVIC,q8GPDwAAQBAJ,wcvIBgAAQBAJ
Apple Tree Yard,Louise Doughty,4XDWAAAAQBAJ,5EUnCwAAQBAJ
The Ice Limit,Douglas Preston,cdzUDAAAQBAJ,Dx_ZBQAAQBAJ,Jn8_CwAAQBAJ,wKPhoQEACAAJ,xp1qDwAAQBAJ
Twisted,Emma Chase,ia8pAgAAQBAJ,6CdiBAAAQBAJ
Heartless,Gail Carriger,hzk8YX--BYMC
When Calls the Heart,Janette Oke,u8zOHPBXRKQC,Wa4_1IEFgkMC,8mirtgEACAAJ,m9bIDwAAQBAJ,MoFlRy8F3AQC
Big Girl Panties,Stephanie Evanovich,9HeEBZKNDqoC
Saving Grace,Julie Garwood,KcfwMwKVKN8C
Married By Morning,Lisa Kleypas,tjoUmDYGZ_kC
Pnin,Vladimir Nabokov,iqtfQgAACAAJ,U1conwEACAAJ,aQdCPgAACAAJ,ZONecAAACAAJ,6N4rAQAAIAAJ
Being a Green Mother,Piers Anthony,Xak2EUOr90cC,PGOGwwEACAAJ
"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath",Cornelia Funke,9rp3RAAACAAJ,luWljwEACAAJ,GpgjzAEACAAJ,jt1GBAAAQBAJ,TU0LswEACAAJ
The Overcoat,Nikolai Gogol,KBnMVoW8qLMC,-bLCAgAAQBAJ,d2itywEACAAJ,L_UBwwEACAAJ,g7qZBQAAQBAJ
Musashi,Eiji Yoshikawa,kl4qDwAAQBAJ,i6I4PQAACAAJ,UcsPAAAAYAAJ,_BtFtAEACAAJ,CU6pzQEACAAJ
Finally,Wendy Mass,sfmbxo8xl8gC,r6HVrQEACAAJ
Ford County,John Grisham,P06OyoeE_LQC,QwptKz0-wL8C,Q-oc5v-PT7AC,-GUycpDRIKEC,y54ozx_ap8wC
The Monk,Matthew Gregory Lewis,NvkBAAAAYAAJ,F1pMvgAACAAJ,mQg_AAAAYAAJ,gcRDAQAAMAAJ,8k6UzQEACAAJ
Gathering Prey,John Sandford,Nk4JCgAAQBAJ
Songs of Willow Frost,Jamie Ford,aXCGAAAAQBAJ,UvfdBAAAQBAJ
Jar City,Arnaldur Indriðason,hn1egzL5SsgC,xKtuwgEACAAJ
The Vanished Man,Jeffery Deaver,PPKRuFen_wQC,Pgw7CwAAQBAJ,Hmuc6BhrKqkC,01jtR4iO1SwC,lzrFiFmJP1gC
One for the Murphys,Lynda Mullaly Hunt,bNCIDwAAQBAJ,MfCRzQEACAAJ
"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",Jim Cymbala,OkBdqSjMM5AC
The Madman’s Daughter,Megan Shepherd,bS7gWAOJlBwC,Oo3YBQAAQBAJ,M4CfDAEACAAJ,IVidBAAAQBAJ,4FIivgAACAAJ
Second Honeymoon,James Patterson,CgMC13TAVTsC,d-Xi6XIeCiYC,1at4jwEACAAJ
Hero,Samantha Young,7V-LDQAAQBAJ,yTzFDwAAQBAJ,DoR1BwAAQBAJ
Brain Droppings,George Carlin,sjxyIKIfQ8IC,TDCWPwAACAAJ
Last Chance to See,Douglas Adams,YY8kAAAAQBAJ
Swindle,Gordon Korman,tBa03VCuJNEC,63W3B6oCNlwC,TzmzHgnTyp4C,Y6kJAjaHR4EC,nmSrpllNnWIC
Relish: My Life in the Kitchen,Lucy Knisley,LE4TAgAAQBAJ
What I Thought Was True,Huntley Fitzpatrick,eZH6CgAAQBAJ
Ruthless,Sara Shepard,ku2jNWwbm0AC,4EiHLwEACAAJ
The Secret Life of Violet Grant,Beatriz Williams,49HWDgAAQBAJ,s3zMBgAAQBAJ,7DbPjgEACAAJ,cMixCAAAQBAJ,_SKGzQEACAAJ
Wicked Ties,Shayla Black,sdVnWD7oe00C,OaQ7DwAAQBAJ,c4qIxQEACAAJ,W24OBAAAQBAJ,LiIkDgAAQBAJ
Charlie Bone and the Beast,Jenny Nimmo,viKcsUNXGd8C,BzZ1sOppbQIC,hKRUdr39NoEC,fHsOqLbi6sYC,20X9H44BzVcC
The Providence of Fire,Brian Staveley,CF22BAAAQBAJ,S-XgoQEACAAJ,oV_1AAAAQBAJ,7Rl8DQAAQBAJ,3tSxCAAAQBAJ
Existentialism is a Humanism,Jean-Paul Sartre,IfNqvQXbuk8C,gSspyQEACAAJ,4X8dMwEACAAJ,JoREkgAACAAJ,AtzWAAAAMAAJ
My Life on the Road,Gloria Steinem,712WBgAAQBAJ
Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,Scott Belsky,wpAWYgEACAAJ
Sweet Little Lies,Lauren Conrad,9Mnu6qIFDWYC,nxsQAXXY4tkC,7fLnLRrlB_oC
Remy,Katy Evans,2Q0uAAAAQBAJ,Xux4DwAAQBAJ,puKVBgAAQBAJ,PN7WBQAAQBAJ
Rock Chick Revenge,Kristen Ashley,YNbiAwAAQBAJ,6dRTDwAAQBAJ,Uz7eAwAAQBAJ,GRLeAwAAQBAJ,t3P1AwAAQBAJ
The Little Match Girl,Hans Christian Andersen,9aeZAAAACAAJ,Y1s7Q9431xUC,zjhhIQAACAAJ,qQD5ugAACAAJ,TrLoDwAAQBAJ
The Places in Between,Rory Stewart,ntq9V6Bs_cUC,TrPqDwAAQBAJ,-KJ7JInCUR0C
Stars of Fortune,Nora Roberts,d9TaCwAAQBAJ,KinYAAAAMAAJ
I Suck at Girls,Justin Halpern,b0R6ovcOI7sC
Cat Among the Pigeons,Agatha Christie,lZr0Q5jU_SsC,mGR8wVKZmrsC,AVVFDwAAQBAJ,RNn4xwEACAAJ,_feDxwEACAAJ
Paris,Edward Rutherfurd,Rsx1DaUHhuAC,BQ-SoAEACAAJ
The Necklace and Other Short Stories,Guy de Maupassant,0dLDCwAAQBAJ,Z_ogjgEACAAJ,twOWtgEACAAJ,RgpWu-KuhTcC,ksBcAAAAMAAJ
Void Moon,Michael Connelly,KteyRKWnfs4C
Captains Courageous,Rudyard Kipling,7CjQeIpaJJQC,nbDAzQEACAAJ,JK94zQEACAAJ,5pC3CwAAQBAJ,oSSXzQEACAAJ
Shadow Prey,John Sandford,0Xt2DwAAQBAJ,_m9bAAAACAAJ,ltWSvgEACAAJ
Violin,Anne Rice,L5U8CswhfegC
The Forgetting Time,Sharon Guskin,AysoCgAAQBAJ,nuPcjwEACAAJ
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,-I5ZR9VNby8C,94-uMAEACAAJ,3n3FDAAAQBAJ,rSnYNAEACAAJ,BWyqcQAACAAJ
"Death Note, Vol. 3: Hard Run",Tsugumi Ohba,jSLwAQAAQBAJ,obY8uAAACAAJ,j12oxgEACAAJ,HvNXAAAAYAAJ
The Lost Stories,John Flanagan,pItNqfpHtPAC,tKenttHB4NcC,mIkvzAEACAAJ,iSFADm_oA8QC,27xXAAAAcAAJ
Deep Down,Lee Child,8p3EPmokDS0C,tGBXLDeLzxYC,RUWZUa8ijvEC,YDIDAAAAYAAJ,gYeazQEACAAJ
Saving June,Hannah Harrington,slzACwAAQBAJ
Eeny Meeny,M.J. Arlidge,Y8fsBAAAQBAJ
Of Triton,Anna Banks,XYXOuQEACAAJ,Z6hnAwAAQBAJ
What the Night Knows,Dean Koontz,XmL0fxKtvy4C,neoJAQAAQBAJ
Knight & Play,Kitty French,r6hkzRNKfxAC,KgVz74AAPAgC,99-SAHCAMmoC,FyLq8lt_bHwC,IHrU3NTNpYoC
Queen of Fire,Anthony Ryan,t7ggDAAAQBAJ
The Wounded Land,Stephen R. Donaldson,Sg3ouQEACAAJ,74xQPwAACAAJ,kM1ZAAAACAAJ,Mfq1QgAACAAJ,1Z2ncQAACAAJ
Darkness Visible: A Memoir of Madness,William Styron,e_3HTpnF5hkC,P09fyAEACAAJ,HMtMAQAAIAAJ
In the Shadow of the Banyan,Vaddey Ratner,6usfB5ndJAIC
Dead End in Norvelt,Jack Gantos,EnMRhUldqnYC,36nzxwEACAAJ
Spider's Bite,Jennifer Estep,JEj7x8eZC_oC,g--XO65qcP8C,P8FHCgAAQBAJ
Self-Reliance and Other Essays,Ralph Waldo Emerson,KTGNDwAAQBAJ,EHpUgHdqTAgC,gh3WtQEACAAJ,pHa-zQEACAAJ,XjrBcQAACAAJ
Crash,J.G. Ballard,Y8-iHi1IBigC,nrikDgAAQBAJ,1I7CBgAAQBAJ
How to Talk So Kids Will Listen & Listen So Kids Will Talk,Adele Faber,2KFcJln1ozIC,wtGQCgAAQBAJ,6WfUDQAAQBAJ,tZitPwAACAAJ,KciumlNZ1HQC
Fiddler on the Roof,Joseph Stein,-TI5AQAAIAAJ,NvlCPgAACAAJ,6SNWwgEACAAJ,OdCNxwEACAAJ
Afterburn,Sylvia Day,W5LZDwAAQBAJ,SFM2DwAAQBAJ,ZupTBAAAQBAJ,jTBDAwAAQBAJ,X3-xCgAAQBAJ
All-of-a-Kind Family,Sydney Taylor,p_qco0L5SxgC,X0kZtygzyxkC,H7lG77Dt2F0C,hUC9WALopMYC,13UY5GgsJ-AC
Influx,Daniel Suarez,1GUBDAAAQBAJ,zUmSBwAAQBAJ
Ilse Witch,Terry Brooks,_45Yxjv9uSoC,eBVXtTyqm74C
Personal History,Katharine Graham,gs5MDwAAQBAJ,DECwBAAAQBAJ,1rw2DwAAQBAJ
The Dry,Jane Harper,FqSTCwAAQBAJ,INRCDwAAQBAJ,rlZFDQAAQBAJ,yxZlDwAAQBAJ,D_WIzQEACAAJ
Full House,Steffie Hall,LDDvTw7XJQMC
The Broken Wings,Kahlil Gibran,qqBsT_jpjooC,Vhd-xAEACAAJ,LVD7ugEACAAJ,CqdEvgEACAAJ,ZB9m2lF7LBQC
Two Graves,Douglas Preston,zMVofVn_BmIC,-5_0VfjbAbgC,BI5oAQAACAAJ
Blood of Dragons,Robin Hobb,rafbsgEACAAJ
A Bridge Too Far,Cornelius Ryan,8m4HNeMBWqwC
Loser,Jerry Spinelli,GD_WK2DrkzMC,BJwAPgAACAAJ
Sepulchre,Kate Mosse,wB9hDIoZGloC
Kill the Dead,Richard Kadrey,mIkP-iIaBfEC,zfiLfS12Jz8C,PeluDQAAQBAJ,3hgGDQAAQBAJ
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,JQ0RAQAAIAAJ
Kiss the Dead,Laurell K. Hamilton,smSLDQAAQBAJ,Dz0uZ9-N_W8C,SBJVzQEACAAJ
The Garden of Eden,Ernest Hemingway,kpSCYmXR5K4C,qZoUAAAACAAJ,oeIoDwAAQBAJ,xvwoxtDoX1IC,Wn69QsdwDlQC
Sweet Surrender,Maya Banks,0BGzoQEACAAJ,G-2PuOQyDOQC
The One Tree,Stephen R. Donaldson,UtMpygEACAAJ,9wa6wgEACAAJ,74xQPwAACAAJ,1Z2ncQAACAAJ,sI93TvSYrOAC
Homicidal Psycho Jungle Cat,Bill Watterson,NhkFQgAACAAJ
Surrender Your Love,J.C. Reed,vYEetAEACAAJ,5xR4DwAAQBAJ
CyberStorm,Matthew Mather,9W5AnwEACAAJ
Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,OlFHc0aJn2kC
"To Green Angel Tower, Part 1",Tad Williams,1fp3BgAAQBAJ
"I Am Nujood, Age 10 and Divorced",Nujood Ali,pUscmtndV7YC,ueK4kx-RvCQC
The Feast of All Saints,Anne Rice,Rg1UYvB_Va8C,J51bOQAACAAJ,vyuBXBYjIVkC,DP0OswEACAAJ,3-T3j0ajDNcC
To Rise Again at a Decent Hour,Joshua Ferris,Ue_iAAAAQBAJ,Fhohw1Y-vdYC
Proof,David Auburn,MEfWYY3G1MkC,vLSjwgEACAAJ,ZPZwvwEACAAJ,kgM9AQAAIAAJ
The Past Through Tomorrow,Robert A. Heinlein,X5b3AgAAQBAJ,ZIV4zQEACAAJ,bG2GNAJWcCoC,NPSP1e8xCNQC,wksN1qnkooAC
Master of the Senate,Robert A. Caro,pgdSxAEACAAJ,N6F4AAAAMAAJ,K68JvgEACAAJ,tUHJvQEACAAJ,fI22vQEACAAJ
Saint Odd,Dean Koontz,jaiTBAAAQBAJ,n2-VvgEACAAJ
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,-GMjUJ6EqCoC,q5_7DAAAQBAJ,N7IIAQAAIAAJ,rjpaAAAAYAAJ,Y71A-3_o57YC
Real Murders,Charlaine Harris,dQA7DwAAQBAJ,mbQLywAACAAJ
Port Mortuary,Patricia Cornwell,R-2hd1wItWwC,Nt66ngEACAAJ
Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,gbNdAAAAQBAJ
The Death of Superman,Dan Jurgens,fdR9rgEACAAJ,T6HiCwAAQBAJ,4KDiCwAAQBAJ,jLvFNwAACAAJ,E_GRDgAAQBAJ
The Raw Shark Texts,Steven Hall,eFLnW0too7oC
The Hammer of Thor,Rick Riordan,A-ZVAQAACAAJ,EoFZswEACAAJ,dwarCgAAQBAJ,eh6vjwEACAAJ,EnI9DwAAQBAJ
Wave,Sonali Deraniyagala,hPLfXUCsUBsC
Fire Sea,Margaret Weis,AUmoqWq7CaQC
"Far from the Tree: Parents, Children, and the Search for Identity",Andrew Solomon,vTT6AAAAQBAJ,9Hr0CwAAQBAJ
Junie B. Jones and the  Stupid Smelly Bus,Barbara Park,k6kUuAEACAAJ,a704DwAAQBAJ,zsdaAkRf6MAC,WvRKgxeBQbwC,XFQ5NwAACAAJ
The Autumn of the Patriarch,Gabriel García Márquez,6HqbVWJl79wC,80NEBQAAQBAJ,HHNEPgAACAAJ,XbiFBAAAQBAJ,T-OQngEACAAJ
Bones of the Hills,Conn Iggulden,YT4o3Sf7F9QC,GcTbrC9KrA0C
Hallucinations,Oliver Sacks,cFZJYDavYS8C,3AXTwgEACAAJ,6jXnAwAAQBAJ
Burned,Karen Marie Moning,CWvCAQAAQBAJ
The Murders in the Rue Morgue,Edgar Allan Poe,MI-SzQEACAAJ,8w5WrgEACAAJ,RYK_zQEACAAJ,naF4QQAACAAJ,-QcdAwAAQBAJ
The Summer Tree,Guy Gavriel Kay,m-0oMAEACAAJ,sBTcep-ddHkC,JY--AQAAQBAJ,W2R5DAAAQBAJ,EWR5DAAAQBAJ
Betsy-Tacy,Maud Hart Lovelace,So0PwSQpgkMC,-1hlKCK3r1AC,y9ehuQAACAAJ
Sweethearts,Sara Zarr,awW7oQEACAAJ
The Monsters of Templeton,Lauren Groff,Ilor7pw6WRoC,qSt5MAEACAAJ
Midnight Crossroad,Charlaine Harris,7YkmDwAAQBAJ,kpJDBgAAQBAJ
Catering to Nobody,Diane Mott Davidson,TT2EDwAAQBAJ
The Lost Prince,Julie Kagawa,LswFnHTON9YC,DhmYCgAAQBAJ,wXhmAQAAQBAJ,b5ajAgAAQBAJ,iAcICwAAQBAJ
Devil Bones,Kathy Reichs,B6yJMUzDUaYC
From Here to Eternity,James  Jones,qbpqAAAAQBAJ,7zoGAQAAIAAJ,zT9VAAAAcAAJ
Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Wayne W. Dyer,OV36DwAAQBAJ,-n3AxT39SM4C
"Dude, Where's My Country?",Michael Moore,DEViXc-LcDAC
The Last Don,Mario Puzo,5nIMorQmfMAC,rq2DS-vm-t0C,IAzbtl7MrEEC,WHalw9A5h_cC,OR01ZKf2P04C
محال,يوسف زيدان,0eZtDQAAQBAJ
Ready or Not,Meg Cabot,94NbrgRDPvkC,CDcl-9V7KzcC,E2-jX6MpTPcC
Cross Bones,Kathy Reichs,EpzjCwAAQBAJ
All But My Life: A Memoir,Gerda Weissmann Klein,PrB-auzqwCUC
Rikki-Tikki-Tavi,Rudyard Kipling,8vRIB50tyb8C,przDDwAAQBAJ,HsEyGQAACAAJ,YrJGvgAACAAJ,eeBSpJ6GmlAC
"All-Star Superman, Vol. 2",Grant Morrison,4ozXnQEACAAJ,AkS8DwAAQBAJ
The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R.R. Martin,hapdAAAAQBAJ,KPnBAYfVLUIC,IynRpGbXUH0C,RQ3pAQAAQBAJ,fHCbDwAAQBAJ
"To Sir Phillip, With Love",Julia Quinn,jWHkBgAAQBAJ,PTX_rQEACAAJ,LFJFDwAAQBAJ,ZOAgCgAAQBAJ
Miracle in the Andes,Nando Parrado,ARdLmdPlhw4C,6kOhCwAAQBAJ,taAMnwEACAAJ
Lost & Found,Nicole  Williams,iqpNBQAAQBAJ,waVCqzL8b4kC,onQoTZ0o-1UC,mGOgm3npFtMC,dI61sFpOAzUC
Among the Barons,Margaret Peterson Haddix,rFxEcarr9BEC,gSSdNmrNm6wC,7Mv4vgSas-UC
The War That Saved My Life,Kimberly Brubaker Bradley,1_LNCwAAQBAJ,tZMqDwAAQBAJ,jz0jx5T1_mkC,JqJCmfRfAu0C,frGDPAAACAAJ
Say Cheese and Die!,R.L. Stine,TCatCwAAQBAJ,a2VHjwEACAAJ,hc9cDwAAQBAJ,HQHlzD1pVvEC,9ZIBce2bLdcC
Sharpe's Tiger,Bernard Cornwell,zsEUdI1K1ScC,t0W96TTgwYEC,PnTPvEA9vEsC,rkv2AnNUhkcC
Jinx,Meg Cabot,Y0tudBTJHKgC,d_JoL2ciiJ8C
Death in Venice and Other Tales,Thomas Mann,cR5ZHnv8VF4C,kBc7rvb_luQC,-9KD8wK24UoC,l8NFX5fADnkC,x_lfvQEACAAJ
As Chimney Sweepers Come to Dust,Alan Bradley,egB-BAAAQBAJ
What Was She Thinking? [Notes on a Scandal],Zoë Heller,TWviK9mhCH8C,yolFBwAAQBAJ
The Beast,J.R. Ward,5y81CgAAQBAJ,_Xf0AAAAQBAJ,IoqrDwAAQBAJ,Z2uSjgEACAAJ,D27UAAAAMAAJ
Sullivan's Island,Dorothea Benton Frank,vXreAwAAQBAJ,EJ7AKpf-7e8C,kiC0ugEACAAJ
"Cardcaptor Sakura: Master of the Clow, Vol. 1",CLAMP,1yeIugEACAAJ,xxETxwEACAAJ,sXKmtQEACAAJ,59U5zQEACAAJ,dlMwBwAAQBAJ
The Soulkeepers,G.P. Ching,YjlTAwAAQBAJ,tBESCAAAQBAJ,n1KeuAEACAAJ,F6elAwAAQBAJ
Up Country,Nelson DeMille,VKUcBktCoLQC
Private Peaceful,Michael Morpurgo,_zY2DwAAQBAJ,TvEPAwAAQBAJ,8_mJzQEACAAJ,24FYwgEACAAJ
Her Royal Spyness,Rhys Bowen,s0I9CgAAQBAJ,W-t4zQEACAAJ,dXkqDwAAQBAJ
Gunmetal Magic,Ilona Andrews,FG5XDAAAQBAJ
Half a War,Joe Abercrombie,OHXaCwAAQBAJ,76uFBAAAQBAJ
Rock Chick Renegade,Kristen Ashley,50reAwAAQBAJ,6dRTDwAAQBAJ,Uz7eAwAAQBAJ,YNbiAwAAQBAJ,t3P1AwAAQBAJ
The Marriage Mistake,Jennifer Probst,kMtPGVIuaN8C,ed0nAAAAQBAJ,vCDezrm66XgC,uH1yp8B4HScC
Jamberry,Bruce Degen,Z6PJ8Lj9YuYC,pJkF8-r0kzMC,qqt-RQAACAAJ
Darkest Powers Trilogy,Kelley Armstrong,H-m2AwAAQBAJ,etMe0EOBg4AC,S73XxgEACAAJ,MxMwMwEACAAJ
Rhapsody: Child of Blood,Elizabeth Haydon,Npy-5I8oKdgC
Doctors,Erich Segal,hzDqBQAAQBAJ
Samarkand,Amin Maalouf,Yp__IcnhXVIC,kSyTDwAAQBAJ
Indulgence in Death,J.D. Robb,XY8nMAEACAAJ
We Need New Names,NoViolet Bulawayo,qhSMytvTGUsC
The Little Red Caboose,Marian Potter,qn7W5cUR5JUC,fHzhAAAAMAAJ
Pretty in Plaid,Jen Lancaster,oin34umj2l8C
Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,hYYaFVr8ztUC,L9dchyelZCwC
All My Sons,Arthur  Miller,H3mO3wpJAlkC,cz_uAAAAMAAJ,eSw4tgEACAAJ,Qbf_wAEACAAJ,4ykovwEACAAJ
Graffiti Moon,Cath Crowley,kfSFOIDx3NMC
Mufaro's Beautiful Daughters: An African Tale,John Steptoe,j5soPwAACAAJ,CpU3zR7CSFIC
Paladin of Souls,Lois McMaster Bujold,VDY_jN9gbioC
Mastery,Robert Greene,ObtCSg3BZBIC,dRglAwAAQBAJ,K_ZpwwEACAAJ
"God Bless You, Dr. Kevorkian",Kurt Vonnegut Jr.,bIcvXLVu1dAC,BlX-WELO5u8C
A Homemade Life: Stories and Recipes from My Kitchen Table,Molly Wizenberg,uYhOBAAAQBAJ
The Three Pigs,David Wiesner,HTStDwAAQBAJ,byVKGY16r1AC,4zcrDwAAQBAJ,DhQDCJ-8FYAC,wXZIwgEACAAJ
Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,3ppLDwAAQBAJ,uvmyMgEACAAJ
Desires of the Dead,Kimberly Derting,qaCQtAEACAAJ
The Littles,John Lawrence Peterson,Pa5UPwAACAAJ,Fp9HXRMlJ8gC,3wX-GwAACAAJ,xnqOvQEACAAJ,oT56HAAACAAJ
Amelia Bedelia and the Surprise Shower,Peggy Parish,cEVvfhHePJIC,n6szwAEACAAJ
Homecoming,Cynthia Voigt,q9JCJg_xNqcC,iiNyAAAACAAJ,Ft3ui-8PaZgC,bhIXxwEACAAJ
Spell of the Highlander,Karen Marie Moning,1oxzPgAACAAJ
The Hand of Chaos,Margaret Weis,o3I-kQmjjBQC,q9A8gNROgkgC,5v8i-VNkJlcC,1vGtEEhCri0C,mG0GRL6q4DYC
One False Move,Harlan Coben,xZx74JxGbg0C,7tKRzQEACAAJ,2T06mYRSQq8C,HwUk77vJMMkC
The Guns of Avalon,Roger Zelazny,Fm4YBT1jtHQC,__xlAAAAMAAJ,vLRiAAAAMAAJ,qAO9zQEACAAJ,IWsVAQAACAAJ
The Great Gilly Hopkins,Katherine Paterson,btuiugGtYI8C,UdMIAQAAQBAJ,Oww9AAAACAAJ,rL4UXgSNqWsC,04SIAAAACAAJ
Trojan Odyssey,Clive Cussler,SZ7fBgAAQBAJ
Follow the River,James Alexander Thom,aPce7bjQ7Q4C
Measure for Measure,William Shakespeare,2WvqDwAAQBAJ,ErJDAAAAYAAJ,Vg8wXH-2kvoC,b-qFmvmIVG8C,4Ull5zhWfpQC
The Mask,Owen  West,rlwIqBIRH5MC,7QBmxwEACAAJ,UmVODwAAQBAJ,RSs2DQAAQBAJ,1KOnw10yJAcC
All Our Yesterdays,Cristin Terrill,v2wcAwAAQBAJ,eRdIDwAAQBAJ
Coming Clean,Kimberly Rae Miller,Zxx47WC8IakC
Forever Amber,Kathleen Winsor,bUF6hKzfpmUC,Q3jFoQEACAAJ,hDtOzQEACAAJ,1Hu1oAEACAAJ,gDfrMwEACAAJ
The Emerald Atlas,John  Stephens,nCx_5BcosCwC,sUmsNAEACAAJ,t2RhTYAw9h0C,YvgBDAAAQBAJ,uPhAAQAAMAAJ
Swing Time,Zadie Smith,qBHJCwAAQBAJ,lFVtswEACAAJ,I3GHswEACAAJ
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,XBo8BYmy88wC
Everything Leads to You,Nina LaCour,OquLDQAAQBAJ
Jeremy Fink and the Meaning of Life,Wendy Mass,w_nmoQEACAAJ
The Peripheral,William Gibson,PbKUAwAAQBAJ,q4eOAwAAQBAJ,fN40J2oASNIC,855sAAAAMAAJ,CF-9gfwFNqYC
Too Much Happiness,Alice Munro,2FW5Md5ccoYC
Tempting the Best Man,J. Lynn,nq_wKefRvgAC,6mS8DwAAQBAJ,qmWapKP3mzoC,znrEDwAAQBAJ
Captive Prince: Volume Two,C.S. Pacat,fTofAwAAQBAJ,KT0jnwEACAAJ,Gdw3AwAAQBAJ,zfM3AwAAQBAJ,zSdVCwAAQBAJ
The Siren,Tiffany Reisz,MQqrnQEACAAJ,qlE3DwAAQBAJ,pMa0DwAAQBAJ,6OdargEACAAJ,yDxADwAAQBAJ
Ironweed,William  Kennedy,PjbZjI3gAyIC,9YBZAAAAMAAJ
Deception,Jonathan Kellerman,4oSEcKVJy7gC
